message_size,throughput,strategy,local_network_size,foreign_network_size
1000000,17.538554581191413,Kafka,7,7
1000000,17.99342936568107,Kafka,7,7
1000000,12.336975678533662,Kafka,7,7
1000000,12.295288485764678,Kafka,7,7
1000000,12.6276601096745,Kafka,7,7
1000000,18.199137671713626,Kafka,7,7
1000000,17.92367334608801,Kafka,7,7
1000000,12.62690034850245,Kafka,7,7
1000000,18.332407454168983,Kafka,7,7
1000000,18.320379529625516,Kafka,7,7
1000000,12.623074981065388,Kafka,7,7
1000000,18.32552987967578,Kafka,7,7
1000000,12.481051035876705,Kafka,7,7
1000000,17.648245260185558,Kafka,7,7
